Year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
26011,19129000.97,19129000.97,19129000.97,19129000.97,20126564.75,20126564.75,20126564.75,20126564.75,20126564.75,21158464.76,21158464.76,21158464.76,21158464.76,21158464.76,22225326.69,22225326.69,22225326.69,22225326.69,22225326.69,23392576.04,23392576.04,23392576.04,23392576.04,23392576.04
26012,8076778.816,8076778.816,8076778.816,8076778.816,8793607.357,8793607.357,8793607.357,8793607.357,8793607.357,9543294.384,9543294.384,9543294.384,9543294.384,9543294.384,10266167.15,10266167.15,10266167.15,10266167.15,10266167.15,10814662.87,10814662.87,10814662.87,10814662.87,10814662.87
26013,17201112.13,17201112.13,17201112.13,17201112.13,18771436.62,18771436.62,18771436.62,18771436.62,18771436.62,20409990.07,20409990.07,20409990.07,20409990.07,20409990.07,22078115.04,22078115.04,22078115.04,22078115.04,22078115.04,23706153.4,23706153.4,23706153.4,23706153.4,23706153.4
26014,7445759.545,7445759.545,7445759.545,7445759.545,8205032.353,8205032.353,8205032.353,8205032.353,8205032.353,9004483.259,9004483.259,9004483.259,9004483.259,9004483.259,9792483.38,9792483.38,9792483.38,9792483.38,9792483.38,10467790.95,10467790.95,10467790.95,10467790.95,10467790.95
26015,12894703.21,12894703.21,12894703.21,12894703.21,14017001.1,14017001.1,14017001.1,14017001.1,14017001.1,15179096.05,15179096.05,15179096.05,15179096.05,15179096.05,16249047.69,16249047.69,16249047.69,16249047.69,16249047.69,16842430.56,16842430.56,16842430.56,16842430.56,16842430.56
26016,6106300.929,6106300.929,6106300.929,6106300.929,6836368.898,6836368.898,6836368.898,6836368.898,6836368.898,7612016.561,7612016.561,7612016.561,7612016.561,7612016.561,8333998.78,8333998.78,8333998.78,8333998.78,8333998.78,8761946.11,8761946.11,8761946.11,8761946.11,8761946.11
26017,79443209.17,79443209.17,79443209.17,79443209.17,83922020.24,83922020.24,83922020.24,83922020.24,83922020.24,88580979.33,88580979.33,88580979.33,88580979.33,88580979.33,93055567.57,93055567.57,93055567.57,93055567.57,93055567.57,96367588.69,96367588.69,96367588.69,96367588.69,96367588.69
26018,11618641.5,11618641.5,11618641.5,11618641.5,13948726.17,13948726.17,13948726.17,13948726.17,13948726.17,16567009.89,16567009.89,16567009.89,16567009.89,16567009.89,18995388.65,18995388.65,18995388.65,18995388.65,18995388.65,20422561.82,20422561.82,20422561.82,20422561.82,20422561.82
26019,134920.0353,134920.0353,134920.0353,134920.0353,135937.5059,135937.5059,135937.5059,135937.5059,135937.5059,136954.2863,136954.2863,136954.2863,136954.2863,136954.2863,137768.5098,137768.5098,137768.5098,137768.5098,137768.5098,138482.2078,138482.2078,138482.2078,138482.2078,138482.2078
27001,5424161.467,5424161.467,5424161.467,5424161.467,5656375.212,5656375.212,5656375.212,5656375.212,5656375.212,5892541.902,5892541.902,5892541.902,5892541.902,5892541.902,6120639.749,6120639.749,6120639.749,6120639.749,6120639.749,6299248.247,6299248.247,6299248.247,6299248.247,6299248.247
27002,4590771.322,4590771.322,4590771.322,4590771.322,5039824.792,5039824.792,5039824.792,5039824.792,5039824.792,5502136.18,5502136.18,5502136.18,5502136.18,5502136.18,5895418.078,5895418.078,5895418.078,5895418.078,5895418.078,6013981.522,6013981.522,6013981.522,6013981.522,6013981.522
27003,10284051.11,10284051.11,10284051.11,10284051.11,10827090.41,10827090.41,10827090.41,10827090.41,10827090.41,11386851.89,11386851.89,11386851.89,11386851.89,11386851.89,11906677.48,11906677.48,11906677.48,11906677.48,11906677.48,12260505.6,12260505.6,12260505.6,12260505.6,12260505.6
27004,5819039.725,5819039.725,5819039.725,5819039.725,6151746.714,6151746.714,6151746.714,6151746.714,6151746.714,6497233.094,6497233.094,6497233.094,6497233.094,6497233.094,6821113.031,6821113.031,6821113.031,6821113.031,6821113.031,7060577.788,7060577.788,7060577.788,7060577.788,7060577.788
27005,8719218.239,8719218.239,8719218.239,8719218.239,9210797.741,9210797.741,9210797.741,9210797.741,9210797.741,9719579.047,9719579.047,9719579.047,9719579.047,9719579.047,10207194.02,10207194.02,10207194.02,10207194.02,10207194.02,10553352.31,10553352.31,10553352.31,10553352.31,10553352.31
27006,17871955.05,17871955.05,17871955.05,17871955.05,19493559.51,19493559.51,19493559.51,19493559.51,19493559.51,21181463.45,21181463.45,21181463.45,21181463.45,21181463.45,22688185.51,22688185.51,22688185.51,22688185.51,22688185.51,23356065.89,23356065.89,23356065.89,23356065.89,23356065.89
27007,1277709.208,1277709.208,1277709.208,1277709.208,1349740.102,1349740.102,1349740.102,1349740.102,1349740.102,1424099.306,1424099.306,1424099.306,1424099.306,1424099.306,1499585.831,1499585.831,1499585.831,1499585.831,1499585.831,1578056.51,1578056.51,1578056.51,1578056.51,1578056.51
27008,3984032.682,3984032.682,3984032.682,3984032.682,4477778.11,4477778.11,4477778.11,4477778.11,4477778.11,5010093.984,5010093.984,5010093.984,5010093.984,5010093.984,5508006.69,5508006.69,5508006.69,5508006.69,5508006.69,5759170.176,5759170.176,5759170.176,5759170.176,5759170.176
27009,6819302.706,6819302.706,6819302.706,6819302.706,7496280.506,7496280.506,7496280.506,7496280.506,7496280.506,8210575.345,8210575.345,8210575.345,8210575.345,8210575.345,8858180.996,8858180.996,8858180.996,8858180.996,8858180.996,9170753.706,9170753.706,9170753.706,9170753.706,9170753.706
27010,2331624.784,2331624.784,2331624.784,2331624.784,2547169.522,2547169.522,2547169.522,2547169.522,2547169.522,2772993.09,2772993.09,2772993.09,2772993.09,2772993.09,2976599.694,2976599.694,2976599.694,2976599.694,2976599.694,3088668.651,3088668.651,3088668.651,3088668.651,3088668.651
27011,35853678.96,35853678.96,35853678.96,35853678.96,38828103.77,38828103.77,38828103.77,38828103.77,38828103.77,41961104.27,41961104.27,41961104.27,41961104.27,41961104.27,45038725.38,45038725.38,45038725.38,45038725.38,45038725.38,47696677.37,47696677.37,47696677.37,47696677.37,47696677.37
27012,9087616.173,9087616.173,9087616.173,9087616.173,9956383.741,9956383.741,9956383.741,9956383.741,9956383.741,10876553.67,10876553.67,10876553.67,10876553.67,10876553.67,11736624.56,11736624.56,11736624.56,11736624.56,11736624.56,12318605.81,12318605.81,12318605.81,12318605.81,12318605.81
27013,5059810.286,5059810.286,5059810.286,5059810.286,5368091.169,5368091.169,5368091.169,5368091.169,5368091.169,5692390.263,5692390.263,5692390.263,5692390.263,5692390.263,6013776.859,6013776.859,6013776.859,6013776.859,6013776.859,6321620.894,6321620.894,6321620.894,6321620.894,6321620.894
28001,8895549.388,8895549.388,8895549.388,8895549.388,9723038.094,9723038.094,9723038.094,9723038.094,9723038.094,10585504.19,10585504.19,10585504.19,10585504.19,10585504.19,11352114.46,11352114.46,11352114.46,11352114.46,11352114.46,11696258.58,11696258.58,11696258.58,11696258.58,11696258.58
28002,3938824.094,3938824.094,3938824.094,3938824.094,4303156.957,4303156.957,4303156.957,4303156.957,4303156.957,4683489.047,4683489.047,4683489.047,4683489.047,4683489.047,5016675.345,5016675.345,5016675.345,5016675.345,5016675.345,5182364.392,5182364.392,5182364.392,5182364.392,5182364.392
28003,3397279.69,3397279.69,3397279.69,3397279.69,3629598.125,3629598.125,3629598.125,3629598.125,3629598.125,3870496.925,3870496.925,3870496.925,3870496.925,3870496.925,4090338.133,4090338.133,4090338.133,4090338.133,4090338.133,4214401.647,4214401.647,4214401.647,4214401.647,4214401.647
28004,9766451.184,9766451.184,9766451.184,9766451.184,10551322.32,10551322.32,10551322.32,10551322.32,10551322.32,11384229.29,11384229.29,11384229.29,11384229.29,11384229.29,12142687.43,12142687.43,12142687.43,12142687.43,12142687.43,12538901.94,12538901.94,12538901.94,12538901.94,12538901.94
28005,5402442.133,5402442.133,5402442.133,5402442.133,5800638.227,5800638.227,5800638.227,5800638.227,5800638.227,6214645.965,6214645.965,6214645.965,6214645.965,6214645.965,6602986.282,6602986.282,6602986.282,6602986.282,6602986.282,6874872.035,6874872.035,6874872.035,6874872.035,6874872.035
28006,6106606.494,6106606.494,6106606.494,6106606.494,6563051.361,6563051.361,6563051.361,6563051.361,6563051.361,7037765.51,7037765.51,7037765.51,7037765.51,7037765.51,7471861.616,7471861.616,7471861.616,7471861.616,7471861.616,7696120.271,7696120.271,7696120.271,7696120.271,7696120.271
28007,3061368.173,3061368.173,3061368.173,3061368.173,3233802.863,3233802.863,3233802.863,3233802.863,3233802.863,3410449.898,3410449.898,3410449.898,3410449.898,3410449.898,3584655.659,3584655.659,3584655.659,3584655.659,3584655.659,3725326.212,3725326.212,3725326.212,3725326.212,3725326.212
28008,2119099.663,2119099.663,2119099.663,2119099.663,2325721.808,2325721.808,2325721.808,2325721.808,2325721.808,2551097.671,2551097.671,2551097.671,2551097.671,2551097.671,2758634.682,2758634.682,2758634.682,2758634.682,2758634.682,2877372.741,2877372.741,2877372.741,2877372.741,2877372.741
28009,2928475.596,2928475.596,2928475.596,2928475.596,3099305.725,3099305.725,3099305.725,3099305.725,3099305.725,3277642.557,3277642.557,3277642.557,3277642.557,3277642.557,3442901.557,3442901.557,3442901.557,3442901.557,3442901.557,3551102.361,3551102.361,3551102.361,3551102.361,3551102.361
28010,3494446.686,3494446.686,3494446.686,3494446.686,3779391.071,3779391.071,3779391.071,3779391.071,3779391.071,4073349.137,4073349.137,4073349.137,4073349.137,4073349.137,4347981.31,4347981.31,4347981.31,4347981.31,4347981.31,4518665.878,4518665.878,4518665.878,4518665.878,4518665.878
28011,33992026.36,33992026.36,33992026.36,33992026.36,35759178.65,35759178.65,35759178.65,35759178.65,35759178.65,37651983.05,37651983.05,37651983.05,37651983.05,37651983.05,39522069.34,39522069.34,39522069.34,39522069.34,39522069.34,41121602.99,41121602.99,41121602.99,41121602.99,41121602.99
28012,6970181.835,6970181.835,6970181.835,6970181.835,7716290.988,7716290.988,7716290.988,7716290.988,7716290.988,8497603.808,8497603.808,8497603.808,8497603.808,8497603.808,9197578.529,9197578.529,9197578.529,9197578.529,9197578.529,9526684.988,9526684.988,9526684.988,9526684.988,9526684.988
28013,6686546.463,6686546.463,6686546.463,6686546.463,7182469.443,7182469.443,7182469.443,7182469.443,7182469.443,7707520.918,7707520.918,7707520.918,7707520.918,7707520.918,8220900.62,8220900.62,8220900.62,8220900.62,8220900.62,8632261.384,8632261.384,8632261.384,8632261.384,8632261.384
29001,28302719.31,28302719.31,28302719.31,28302719.31,30869682.99,30869682.99,30869682.99,30869682.99,30869682.99,33640301.73,33640301.73,33640301.73,33640301.73,33640301.73,36404689.18,36404689.18,36404689.18,36404689.18,36404689.18,38916185.57,38916185.57,38916185.57,38916185.57,38916185.57
29002,8508872.282,8508872.282,8508872.282,8508872.282,9093739.137,9093739.137,9093739.137,9093739.137,9093739.137,9692334.345,9692334.345,9692334.345,9692334.345,9692334.345,10237084.69,10237084.69,10237084.69,10237084.69,10237084.69,10576706.02,10576706.02,10576706.02,10576706.02,10576706.02
29003,15161790.8,15161790.8,15161790.8,15161790.8,16457970.31,16457970.31,16457970.31,16457970.31,16457970.31,17810685.51,17810685.51,17810685.51,17810685.51,17810685.51,19129946.04,19129946.04,19129946.04,19129946.04,19129946.04,20384189.28,20384189.28,20384189.28,20384189.28,20384189.28
29004,30266607.55,30266607.55,30266607.55,30266607.55,31453881.05,31453881.05,31453881.05,31453881.05,31453881.05,32682921.12,32682921.12,32682921.12,32682921.12,32682921.12,34014849.4,34014849.4,34014849.4,34014849.4,34014849.4,35779677.35,35779677.35,35779677.35,35779677.35,35779677.35
29005,12359992.16,12359992.16,12359992.16,12359992.16,12912413.5,12912413.5,12912413.5,12912413.5,12912413.5,13477314.38,13477314.38,13477314.38,13477314.38,13477314.38,13985235.71,13985235.71,13985235.71,13985235.71,13985235.71,14284546.01,14284546.01,14284546.01,14284546.01,14284546.01
29006,10236326.37,10236326.37,10236326.37,10236326.37,10893297.64,10893297.64,10893297.64,10893297.64,10893297.64,11569176.1,11569176.1,11569176.1,11569176.1,11569176.1,12153235.94,12153235.94,12153235.94,12153235.94,12153235.94,12410647.4,12410647.4,12410647.4,12410647.4,12410647.4
29007,13346731.52,13346731.52,13346731.52,13346731.52,14494626.62,14494626.62,14494626.62,14494626.62,14494626.62,15676982.36,15676982.36,15676982.36,15676982.36,15676982.36,16823388.21,16823388.21,16823388.21,16823388.21,16823388.21,17840259.45,17840259.45,17840259.45,17840259.45,17840259.45
29008,15868853.95,15868853.95,15868853.95,15868853.95,16905775.98,16905775.98,16905775.98,16905775.98,16905775.98,17986262.13,17986262.13,17986262.13,17986262.13,17986262.13,19046916.75,19046916.75,19046916.75,19046916.75,19046916.75,20045702.47,20045702.47,20045702.47,20045702.47,20045702.47
29009,20942113.51,20942113.51,20942113.51,20942113.51,22377599.49,22377599.49,22377599.49,22377599.49,22377599.49,23872945.4,23872945.4,23872945.4,23872945.4,23872945.4,25526825.99,25526825.99,25526825.99,25526825.99,25526825.99,27867120.44,27867120.44,27867120.44,27867120.44,27867120.44
29010,17363357.25,17363357.25,17363357.25,17363357.25,18615424.93,18615424.93,18615424.93,18615424.93,18615424.93,19921560.78,19921560.78,19921560.78,19921560.78,19921560.78,21160976.76,21160976.76,21160976.76,21160976.76,21160976.76,22154352.59,22154352.59,22154352.59,22154352.59,22154352.59
29011,12739718,12739718,12739718,12739718,13835561.92,13835561.92,13835561.92,13835561.92,13835561.92,14972722.78,14972722.78,14972722.78,14972722.78,14972722.78,16045542.43,16045542.43,16045542.43,16045542.43,16045542.43,16749095.53,16749095.53,16749095.53,16749095.53,16749095.53
29012,51967813.42,51967813.42,51967813.42,51967813.42,56641695.41,56641695.41,56641695.41,56641695.41,56641695.41,61590435.69,61590435.69,61590435.69,61590435.69,61590435.69,66214188.69,66214188.69,66214188.69,66214188.69,66214188.69,69333882.56,69333882.56,69333882.56,69333882.56,69333882.56
29013,4914316.259,4914316.259,4914316.259,4914316.259,5322655.31,5322655.31,5322655.31,5322655.31,5322655.31,5753235.769,5753235.769,5753235.769,5753235.769,5753235.769,6136405.976,6136405.976,6136405.976,6136405.976,6136405.976,6318813.996,6318813.996,6318813.996,6318813.996,6318813.996
29014,18564811.31,18564811.31,18564811.31,18564811.31,20136641.35,20136641.35,20136641.35,20136641.35,20136641.35,21759342.32,21759342.32,21759342.32,21759342.32,21759342.32,23189156.85,23189156.85,23189156.85,23189156.85,23189156.85,23835336.88,23835336.88,23835336.88,23835336.88,23835336.88
29015,17393394.55,17393394.55,17393394.55,17393394.55,18647150.92,18647150.92,18647150.92,18647150.92,18647150.92,19929809.69,19929809.69,19929809.69,19929809.69,19929809.69,21079456.8,21079456.8,21079456.8,21079456.8,21079456.8,21672678.22,21672678.22,21672678.22,21672678.22,21672678.22
29016,25666741.74,25666741.74,25666741.74,25666741.74,27699601.58,27699601.58,27699601.58,27699601.58,27699601.58,29799517.79,29799517.79,29799517.79,29799517.79,29799517.79,31728324.5,31728324.5,31728324.5,31728324.5,31728324.5,32949690.44,32949690.44,32949690.44,32949690.44,32949690.44
29017,16137523.89,16137523.89,16137523.89,16137523.89,17515656.91,17515656.91,17515656.91,17515656.91,17515656.91,18927850.6,18927850.6,18927850.6,18927850.6,18927850.6,20259184.78,20259184.78,20259184.78,20259184.78,20259184.78,21153116.23,21153116.23,21153116.23,21153116.23,21153116.23
29018,6701471.373,6701471.373,6701471.373,6701471.373,7221331.659,7221331.659,7221331.659,7221331.659,7221331.659,7757410.82,7757410.82,7757410.82,7757410.82,7757410.82,8242279.929,8242279.929,8242279.929,8242279.929,8242279.929,8504105.871,8504105.871,8504105.871,8504105.871,8504105.871
29019,9497932.345,9497932.345,9497932.345,9497932.345,10552551.88,10552551.88,10552551.88,10552551.88,10552551.88,11650360.82,11650360.82,11650360.82,11650360.82,11650360.82,12638958.96,12638958.96,12638958.96,12638958.96,12638958.96,13118707.97,13118707.97,13118707.97,13118707.97,13118707.97
29020,26029873.8,26029873.8,26029873.8,26029873.8,28719233.45,28719233.45,28719233.45,28719233.45,28719233.45,31516941.94,31516941.94,31516941.94,31516941.94,31516941.94,34058239.98,34058239.98,34058239.98,34058239.98,34058239.98,35500749.16,35500749.16,35500749.16,35500749.16,35500749.16
29021,92466867.27,92466867.27,92466867.27,92466867.27,99247355.31,99247355.31,99247355.31,99247355.31,99247355.31,106333184.1,106333184.1,106333184.1,106333184.1,106333184.1,113050272.4,113050272.4,113050272.4,113050272.4,113050272.4,117747831.4,117747831.4,117747831.4,117747831.4,117747831.4
29022,15492457.08,15492457.08,15492457.08,15492457.08,16285703.15,16285703.15,16285703.15,16285703.15,16285703.15,17100833.19,17100833.19,17100833.19,17100833.19,17100833.19,17891619.04,17891619.04,17891619.04,17891619.04,17891619.04,18624615.66,18624615.66,18624615.66,18624615.66,18624615.66
29023,16460831.44,16460831.44,16460831.44,16460831.44,17638797.34,17638797.34,17638797.34,17638797.34,17638797.34,18882968.12,18882968.12,18882968.12,18882968.12,18882968.12,20075219.73,20075219.73,20075219.73,20075219.73,20075219.73,21133967.78,21133967.78,21133967.78,21133967.78,21133967.78
29024,21512368.55,21512368.55,21512368.55,21512368.55,23452297.33,23452297.33,23452297.33,23452297.33,23452297.33,25499191.15,25499191.15,25499191.15,25499191.15,25499191.15,27396012.97,27396012.97,27396012.97,27396012.97,27396012.97,28624497.5,28624497.5,28624497.5,28624497.5,28624497.5
29025,7036214.471,7036214.471,7036214.471,7036214.471,7472151.392,7472151.392,7472151.392,7472151.392,7472151.392,7923875.443,7923875.443,7923875.443,7923875.443,7923875.443,8373105.529,8373105.529,8373105.529,8373105.529,8373105.529,8808834.4,8808834.4,8808834.4,8808834.4,8808834.4
29026,29665603.58,29665603.58,29665603.58,29665603.58,31534121.37,31534121.37,31534121.37,31534121.37,31534121.37,33478089.76,33478089.76,33478089.76,33478089.76,33478089.76,35370708.61,35370708.61,35370708.61,35370708.61,35370708.61,37113133.42,37113133.42,37113133.42,37113133.42,37113133.42
29027,20191360.67,20191360.67,20191360.67,20191360.67,21301850.87,21301850.87,21301850.87,21301850.87,21301850.87,22468453.35,22468453.35,22468453.35,22468453.35,22468453.35,23635766.95,23635766.95,23635766.95,23635766.95,23635766.95,24826203.03,24826203.03,24826203.03,24826203.03,24826203.03
29028,36840282.38,36840282.38,36840282.38,36840282.38,38699060.97,38699060.97,38699060.97,38699060.97,38699060.97,40698558.76,40698558.76,40698558.76,40698558.76,40698558.76,42798843.61,42798843.61,42798843.61,42798843.61,42798843.61,45344617.3,45344617.3,45344617.3,45344617.3,45344617.3
29029,8497280.239,8497280.239,8497280.239,8497280.239,9116617.886,9116617.886,9116617.886,9116617.886,9116617.886,9785587.792,9785587.792,9785587.792,9785587.792,9785587.792,10430744.47,10430744.47,10430744.47,10430744.47,10430744.47,10915275.34,10915275.34,10915275.34,10915275.34,10915275.34
29030,9316385.671,9316385.671,9316385.671,9316385.671,10118006.57,10118006.57,10118006.57,10118006.57,10118006.57,10949063.04,10949063.04,10949063.04,10949063.04,10949063.04,11740881.74,11740881.74,11740881.74,11740881.74,11740881.74,12355996.6,12355996.6,12355996.6,12355996.6,12355996.6
29031,35341127.01,35341127.01,35341127.01,35341127.01,37762572.09,37762572.09,37762572.09,37762572.09,37762572.09,40316657.96,40316657.96,40316657.96,40316657.96,40316657.96,42713213.02,42713213.02,42713213.02,42713213.02,42713213.02,44449142.4,44449142.4,44449142.4,44449142.4,44449142.4
29032,43158273.78,43158273.78,43158273.78,43158273.78,46611964.07,46611964.07,46611964.07,46611964.07,46611964.07,50299513.42,50299513.42,50299513.42,50299513.42,50299513.42,53904417.81,53904417.81,53904417.81,53904417.81,53904417.81,56959421.4,56959421.4,56959421.4,56959421.4,56959421.4
31001,17415511.82,17415511.82,17415511.82,17415511.82,18429572.93,18429572.93,18429572.93,18429572.93,18429572.93,19470172.87,19470172.87,19470172.87,19470172.87,19470172.87,20419261.69,20419261.69,20419261.69,20419261.69,20419261.69,20973471.87,20973471.87,20973471.87,20973471.87,20973471.87
31002,24890653.75,24890653.75,24890653.75,24890653.75,26713831.48,26713831.48,26713831.48,26713831.48,26713831.48,28624855.99,28624855.99,28624855.99,28624855.99,28624855.99,30379099.52,30379099.52,30379099.52,30379099.52,30379099.52,31493258.95,31493258.95,31493258.95,31493258.95,31493258.95
31003,20482819.66,20482819.66,20482819.66,20482819.66,21948985.34,21948985.34,21948985.34,21948985.34,21948985.34,23463702.09,23463702.09,23463702.09,23463702.09,23463702.09,25039068.6,25039068.6,25039068.6,25039068.6,25039068.6,26904441.56,26904441.56,26904441.56,26904441.56,26904441.56
31004,19576651.46,19576651.46,19576651.46,19576651.46,21136333.8,21136333.8,21136333.8,21136333.8,21136333.8,22749245.98,22749245.98,22749245.98,22749245.98,22749245.98,24293702.54,24293702.54,24293702.54,24293702.54,24293702.54,25616175.28,25616175.28,25616175.28,25616175.28,25616175.28
31005,16270565.02,16270565.02,16270565.02,16270565.02,17345323.74,17345323.74,17345323.74,17345323.74,17345323.74,18474055.89,18474055.89,18474055.89,18474055.89,18474055.89,19580045.49,19580045.49,19580045.49,19580045.49,19580045.49,20621754.97,20621754.97,20621754.97,20621754.97,20621754.97
31006,16140954.8,16140954.8,16140954.8,16140954.8,17041307.63,17041307.63,17041307.63,17041307.63,17041307.63,17977223.89,17977223.89,17977223.89,17977223.89,17977223.89,18880906.97,18880906.97,18880906.97,18880906.97,18880906.97,19605509.64,19605509.64,19605509.64,19605509.64,19605509.64
31007,43060697.5,43060697.5,43060697.5,43060697.5,45884943.11,45884943.11,45884943.11,45884943.11,45884943.11,48857000.62,48857000.62,48857000.62,48857000.62,48857000.62,51872349.98,51872349.98,51872349.98,51872349.98,51872349.98,55239568.74,55239568.74,55239568.74,55239568.74,55239568.74
31008,3577509.667,3577509.667,3577509.667,3577509.667,3854026.471,3854026.471,3854026.471,3854026.471,3854026.471,4137209.776,4137209.776,4137209.776,4137209.776,4137209.776,4403555.388,4403555.388,4403555.388,4403555.388,4403555.388,4598008.976,4598008.976,4598008.976,4598008.976,4598008.976
31009,6130292.051,6130292.051,6130292.051,6130292.051,6462164.357,6462164.357,6462164.357,6462164.357,6462164.357,6803900.306,6803900.306,6803900.306,6803900.306,6803900.306,7131392.09,7131392.09,7131392.09,7131392.09,7131392.09,7398944.408,7398944.408,7398944.408,7398944.408,7398944.408
31010,6461490.471,6461490.471,6461490.471,6461490.471,7063192.647,7063192.647,7063192.647,7063192.647,7063192.647,7693778.047,7693778.047,7693778.047,7693778.047,7693778.047,8245755.173,8245755.173,8245755.173,8245755.173,8245755.173,8507082.941,8507082.941,8507082.941,8507082.941,8507082.941
31011,16276425.65,16276425.65,16276425.65,16276425.65,17482080.33,17482080.33,17482080.33,17482080.33,17482080.33,18748910.62,18748910.62,18748910.62,18748910.62,18748910.62,19917712.13,19917712.13,19917712.13,19917712.13,19917712.13,20766340.01,20766340.01,20766340.01,20766340.01,20766340.01
31012,10606186.98,10606186.98,10606186.98,10606186.98,11135097.11,11135097.11,11135097.11,11135097.11,11135097.11,11693149.65,11693149.65,11693149.65,11693149.65,11693149.65,12231280.48,12231280.48,12231280.48,12231280.48,12231280.48,12725774.37,12725774.37,12725774.37,12725774.37,12725774.37
31013,5221506.337,5221506.337,5221506.337,5221506.337,5463575.137,5463575.137,5463575.137,5463575.137,5463575.137,5718140.596,5718140.596,5718140.596,5718140.596,5718140.596,5959425.035,5959425.035,5959425.035,5959425.035,5959425.035,6147222.776,6147222.776,6147222.776,6147222.776,6147222.776
31014,9485740.361,9485740.361,9485740.361,9485740.361,10107001.39,10107001.39,10107001.39,10107001.39,10107001.39,10761700.45,10761700.45,10761700.45,10761700.45,10761700.45,11376800.86,11376800.86,11376800.86,11376800.86,11376800.86,11822021.8,11822021.8,11822021.8,11822021.8,11822021.8
31015,14459939.24,14459939.24,14459939.24,14459939.24,15210927.99,15210927.99,15210927.99,15210927.99,15210927.99,15992786.49,15992786.49,15992786.49,15992786.49,15992786.49,16786221.79,16786221.79,16786221.79,16786221.79,16786221.79,17623125.38,17623125.38,17623125.38,17623125.38,17623125.38
31016,7926165.341,7926165.341,7926165.341,7926165.341,8286783.753,8286783.753,8286783.753,8286783.753,8286783.753,8663356.984,8663356.984,8663356.984,8663356.984,8663356.984,9043138.565,9043138.565,9043138.565,9043138.565,9043138.565,9399606.851,9399606.851,9399606.851,9399606.851,9399606.851
31017,14357188.13,14357188.13,14357188.13,14357188.13,15414035.49,15414035.49,15414035.49,15414035.49,15414035.49,16576840.18,16576840.18,16576840.18,16576840.18,16576840.18,17698938.86,17698938.86,17698938.86,17698938.86,17698938.86,18624480.99,18624480.99,18624480.99,18624480.99,18624480.99
31018,70874721.78,70874721.78,70874721.78,70874721.78,75683284.54,75683284.54,75683284.54,75683284.54,75683284.54,80968937.71,80968937.71,80968937.71,80968937.71,80968937.71,86242125.18,86242125.18,86242125.18,86242125.18,86242125.18,91192773.95,91192773.95,91192773.95,91192773.95,91192773.95
31019,23792155.04,23792155.04,23792155.04,23792155.04,25249661.51,25249661.51,25249661.51,25249661.51,25249661.51,26795173.45,26795173.45,26795173.45,26795173.45,26795173.45,28323377.73,28323377.73,28323377.73,28323377.73,28323377.73,29756323.32,29756323.32,29756323.32,29756323.32,29756323.32
31020,26441065.41,26441065.41,26441065.41,26441065.41,28475076.5,28475076.5,28475076.5,28475076.5,28475076.5,30687966.65,30687966.65,30687966.65,30687966.65,30687966.65,32830295.9,32830295.9,32830295.9,32830295.9,32830295.9,34819779.25,34819779.25,34819779.25,34819779.25,34819779.25
31021,18937275.85,18937275.85,18937275.85,18937275.85,20994355.28,20994355.28,20994355.28,20994355.28,20994355.28,23231694.69,23231694.69,23231694.69,23231694.69,23231694.69,25346569.53,25346569.53,25346569.53,25346569.53,25346569.53,26953945.05,26953945.05,26953945.05,26953945.05,26953945.05
31022,28276108.11,28276108.11,28276108.11,28276108.11,30863587.41,30863587.41,30863587.41,30863587.41,30863587.41,33682763.85,33682763.85,33682763.85,33682763.85,33682763.85,36390011.88,36390011.88,36390011.88,36390011.88,36390011.88,38419458.83,38419458.83,38419458.83,38419458.83,38419458.83
31023,21687713.64,21687713.64,21687713.64,21687713.64,23597712.16,23597712.16,23597712.16,23597712.16,23597712.16,25671957.36,25671957.36,25671957.36,25671957.36,25671957.36,27721439.42,27721439.42,27721439.42,27721439.42,27721439.42,29659914.68,29659914.68,29659914.68,29659914.68,29659914.68
31024,10691685.25,10691685.25,10691685.25,10691685.25,11602011.81,11602011.81,11602011.81,11602011.81,11602011.81,12539062.89,12539062.89,12539062.89,12539062.89,12539062.89,13414125.31,13414125.31,13414125.31,13414125.31,13414125.31,14064774.55,14064774.55,14064774.55,14064774.55,14064774.55
31025,15384575.59,15384575.59,15384575.59,15384575.59,16396786.06,16396786.06,16396786.06,16396786.06,16396786.06,17458240.32,17458240.32,17458240.32,17458240.32,17458240.32,18479247.16,18479247.16,18479247.16,18479247.16,18479247.16,19365581.13,19365581.13,19365581.13,19365581.13,19365581.13
31026,18029235.3,18029235.3,18029235.3,18029235.3,19909943.38,19909943.38,19909943.38,19909943.38,19909943.38,21910688.31,21910688.31,21910688.31,21910688.31,21910688.31,23762092.18,23762092.18,23762092.18,23762092.18,23762092.18,24815026.73,24815026.73,24815026.73,24815026.73,24815026.73
31027,38345326.5,38345326.5,38345326.5,38345326.5,41263413.88,41263413.88,41263413.88,41263413.88,41263413.88,44346542.71,44346542.71,44346542.71,44346542.71,44346542.71,47111868.52,47111868.52,47111868.52,47111868.52,47111868.52,48360469.16,48360469.16,48360469.16,48360469.16,48360469.16
