Year,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
33017,3792.485645,3873.072289,3922.042776,4072.64761,4164.481081,4313.327324,4530.24319,4692.767841,4711.601685,5036.037162,5208.269734,5462.698756,5574.326253,5656.786153,5531.118327,5410.958333,5463.414989,5511.586819,5553.360119
33018,55500.42705,56760.42005,57205.9779,59371.76149,60652.96857,62371.09978,64951.73531,67237.52943,67441.44128,71049.8707,73055.2493,74504.18227,76005.69775,76431.14903,74739.7064,73116.03441,73834.36513,74488.63727,75062.75684
35001,1763.557197,1796.099904,1837.218971,1915.206838,1958.049771,2023.762408,2113.286573,2205.572545,2220.461155,2378.827123,2479.876002,2566.793085,2619.908692,2629.873983,2576.079991,2520.116299,2544.457438,2566.994179,2587.957577
35002,1426.616953,1452.369724,1486.175877,1546.598769,1580.936262,1635.024672,1705.974609,1789.011399,1795.689221,1956.402268,2046.897847,2113.107611,2158.064851,2167.26355,2120.502193,2074.435647,2094.727597,2113.165596,2130.304773
35003,1874.482736,1909.563318,1953.721955,2049.519596,2097.912283,2168.225264,2264.711297,2355.141413,2366.029025,2543.647111,2647.426986,2732.850163,2791.051661,2857.304601,2795.803983,2735.066931,2774.478849,2799.348247,2821.027532
35004,10930.98284,11178.81673,11457.12662,12015.42736,12324.65666,12872.08239,13557.99129,14262.36149,14441.68683,15767.47608,16592.66687,17137.21829,17506.91397,17642.23268,17339.1242,16962.44286,17157.88999,17319.19051,17468.53792
35005,3337.579567,3400.710266,3447.66048,3584.837219,3664.104313,3799.985917,4005.505769,4214.539802,4237.94396,4632.345667,4833.668653,4990.867798,5097.155343,5124.580094,5018.390941,4909.369634,4958.185918,5002.693752,5041.330575
35006,632.3931446,643.9212263,667.1640573,694.1991577,709.9999414,732.1546191,767.4784792,805.6743569,808.6501523,883.0594248,922.4321555,955.2889395,975.1334423,978.7392104,957.4750329,936.6745001,947.7937892,957.1164286,964.6545907
35007,980.2280262,1003.210474,1035.039591,1079.99364,1104.713817,1143.228906,1202.511268,1267.526915,1279.641462,1413.747246,1475.719571,1545.671433,1578.420479,1589.735815,1592.934211,1558.328736,1607.004597,1621.143392,1633.846105
35008,1194.860893,1222.141222,1263.831853,1320.426715,1352.862506,1416.489587,1506.821357,1584.694272,1598.814113,1735.692474,1815.280989,1874.670912,1914.792713,1922.915258,1888.235214,1847.214514,1864.075573,1881.888734,1896.478001
35009,2031.365865,2075.14245,2101.512449,2181.350092,2230.932105,2301.779189,2429.27726,2534.651379,2544.555404,2717.944022,2828.863839,2894.210946,2953.873033,2966.608836,2906.672329,2843.526746,2876.359604,2903.205572,2926.867399
35010,3867.300441,3952.154815,4024.101296,4185.355466,4287.746439,4439.944033,4647.29681,4868.13952,4900.402195,5311.731218,5545.043222,5701.971513,5823.252934,5859.189982,5739.018448,5614.341963,5678.047717,5730.075474,5784.692471
35011,1420.93977,1454.955313,1501.509111,1564.452262,1603.959289,1678.128528,1757.560904,1830.403446,1847.305379,2010.242214,2111.479028,2180.234018,2224.973059,2232.543252,2223.126392,2174.8304,2217.574071,2238.03049,2255.68196
35012,4214.917327,4309.114517,4364.320842,4533.314662,4638.279205,4811.839515,5060.655643,5283.865306,5321.226034,5735.055803,5974.807224,6112.067456,6242.11674,6260.508726,6136.223147,6002.917665,6062.356768,6119.114998,6167.630821
35013,6373.299708,6506.087647,6625.48757,6892.118651,7048.712637,7280.406569,7664.926783,8025.638519,8068.514083,8754.190992,9135.803194,9430.058521,9638.054199,9683.593034,9495.188196,9288.911348,9394.077098,9480.713999,9554.705902
35014,12498.03558,12813.49371,13061.76884,13671.69317,14031.51047,14603.76072,15339.40103,16136.84073,16248.3083,17456.02484,18148.68199,18645.0687,19052.1973,19167.75326,18780.82726,18372.82588,18606.82968,18775.05114,18926.73572
35015,1671.209139,1705.020068,1730.770559,1805.319145,1850.548482,1917.697051,2005.194965,2121.225244,2129.80938,2287.566482,2371.01007,2435.39377,2492.051257,2539.353513,2494.360293,2440.171919,2488.955932,2510.801268,2530.189032
35016,2904.853754,2959.221918,3010.188222,3134.787687,3203.281708,3293.91226,3444.920535,3590.238196,3615.680078,3874.590468,4014.063758,4112.687741,4199.367403,4216.568762,4134.031039,4044.221864,4110.684489,4148.031301,4180.831425
35017,3593.792997,3692.69984,3762.584526,3917.094074,4009.398402,4158.901852,4353.130413,4532.449594,4567.551158,4904.290409,5081.720053,5195.516879,5300.472754,5329.231706,5218.393526,5105.027274,5156.116433,5269.910207,5313.023909
35018,3259.472142,3328.211174,3425.764585,3567.896073,3658.608722,3785.505962,3963.327741,4195.259758,4242.265109,4609.095857,4807.369353,4941.245491,5048.307255,5071.663441,4966.500471,4858.60644,4954.879926,5001.938453,5041.541524
35019,2279.538275,2326.738758,2393.422839,2488.357914,2542.705482,2632.595684,2782.170265,2912.315533,2935.777431,3213.7343,3338.965663,3426.829895,3505.417607,3530.548407,3468.299226,3392.952652,3432.112181,3462.791535,3491.101169
35020,7945.270315,8113.218054,8243.665458,8575.082801,8778.383756,9104.499814,9556.7911,9967.163837,10058.05635,10794.14099,11262.39666,11562.44589,11803.55982,11819.9303,11579.6377,11328.07756,11443.80227,11550.4631,11642.4456
35021,6004.035434,6124.978367,6267.830107,6526.627937,6685.601467,6937.887561,7290.102697,7612.642899,7690.933367,8286.053376,8641.01697,8920.549834,9106.552654,9178.412489,8978.252207,8783.205473,8871.655368,8949.58035,9019.614504
35022,3930.998073,4022.698444,4105.778763,4292.554469,4414.609446,4558.505029,4775.17151,4952.254893,4965.002367,5286.641958,5464.295445,5600.520547,5721.679767,5743.624657,5625.37504,5503.16737,5556.302076,5605.680033,5650.56481
35023,3615.022577,3690.597473,3776.752085,3926.065318,4020.989417,4190.850077,4381.61833,4548.452644,4589.877084,4940.604401,5167.481502,5298.633181,5409.779378,5451.935178,5344.246825,5228.146496,5286.65626,5334.947386,5377.676609
35024,7550.928018,7715.996704,7897.47881,8226.79068,8447.808502,8754.097114,9157.491412,9571.575469,9640.873848,10393.71361,10847.83096,11133.94494,11362.07695,11457.19018,11226.38994,10982.50386,11106.76764,11206.94577,11296.81234
35025,4267.590871,4372.123648,4480.635171,4714.159475,4850.286814,5077.402803,5328.793418,5550.769015,5585.785114,6010.574231,6292.47746,6455.947135,6596.879913,6627.362386,6482.574656,6341.744914,6400.283083,6456.697003,6512.090674
35026,3515.933108,3584.066974,3687.684035,3835.546725,3923.583991,4053.569663,4248.852717,4405.833109,4424.547151,4734.932608,4917.815417,5031.744722,5135.751489,5191.923151,5081.392635,4971.002644,5042.847046,5087.709011,5127.787697
35027,8459.706275,8658.629645,8778.142487,9147.97123,9373.215794,9725.085426,10184.51193,10639.58661,10696.87874,11475.94562,11905.35204,12154.905,12411.08722,12541.07291,12268.92363,12002.38918,12140.59839,12248.73625,12347.06293
35028,8935.958846,9144.813249,9370.314209,9757.609315,9998.466336,10470.11349,11068.63235,11537.92961,11657.01917,12513.43335,13010.65055,13308.30259,13591.79099,13673.54302,13378.86983,13088.22251,13222.30766,13344.71762,13447.66815
35029,2769.545753,2823.028879,2872.057318,2992.698753,3065.53144,3162.720201,3300.953586,3434.671496,3461.375609,3702.372363,3845.134233,3927.451948,4008.003746,4028.264847,3950.395103,3864.575326,3901.175908,3935.465269,3965.705884
35030,6025.820779,6151.486685,6264.240063,6518.932711,6663.272717,6888.24369,7179.228875,7503.930828,7547.64808,8174.096473,8485.109591,8713.726636,8893.564962,8970.464581,8794.107107,8603.060795,8700.479444,8777.676471,8846.883887
35031,6910.749203,7055.630436,7152.935663,7443.434954,7620.675701,7957.48972,8298.401042,8594.288009,8613.151994,9238.748265,9601.14589,9783.929384,9981.656466,10077.17452,9859.821738,9645.623474,9740.702185,9826.881828,9902.64549
35032,33750.30644,34429.50045,34779.68242,36264.10634,37117.31861,38507.82164,40387.04708,42089.00528,42331.29636,44990.64887,46441.13425,47184.91691,48132.3968,48334.49798,47293.01852,46265.60822,46700.90855,47123.53242,47506.99593
35033,3391.804836,3460.554783,3537.587103,3693.480486,3779.534448,3946.697315,4120.712068,4307.579682,4343.168177,4695.869652,4891.519583,5022.771288,5126.479428,5145.036073,5031.815581,4922.502631,4967.427124,5011.27423,5050.296744
35034,1910.845502,1957.875015,1982.248394,2065.578971,2117.280645,2189.115541,2284.360946,2376.699217,2386.868515,2568.095195,2751.323,2840.698475,2901.461604,2943.537915,2879.804695,2817.242799,2868.143456,2895.635245,2917.543356
35035,2584.461974,2653.546573,2704.576146,2821.656008,2898.37879,2999.838264,3125.46021,3269.592272,3276.727585,3546.160066,3689.013789,3804.536104,3883.362108,3905.572681,3826.482062,3743.354205,3793.256798,3827.273033,3856.5805
35036,8802.906862,8970.474746,9114.277676,9480.326207,9715.326035,10036.69051,10471.69187,10886.72613,10949.96044,11825.95142,12294.25092,12661.35752,12944.00453,12976.98366,12703.89461,12427.91064,12582.8538,12695.95251,12795.70301
35037,1594.505322,1624.917281,1643.398718,1705.461561,1744.468694,1807.04505,1889.602635,1961.638693,1966.942764,2116.555745,2208.027244,2273.19283,2320.623801,2333.019365,2282.614593,2233.026256,2259.932752,2279.990859,2298.168391
35038,4730.587493,4824.759097,4914.589649,5108.383231,5221.110678,5382.843946,5609.383103,5822.296426,5859.026719,6235.59275,6470.486198,6603.763223,6739.58332,6767.213852,6648.612533,6504.175699,6569.767684,6628.004902,6682.419405
35039,4042.261549,4134.599252,4231.132451,4399.600135,4497.558608,4654.240663,4922.419986,5174.513472,5192.829367,5585.918352,5794.56772,5948.050296,6072.850961,6100.924415,5975.790592,5845.97038,5906.017254,5959.074436,6008.383255
35040,4173.682942,4250.764803,4320.966087,4494.72769,4593.326904,4738.398005,4941.100154,5140.00222,5163.376601,5517.545438,5714.267513,5882.210565,6010.99262,6052.41162,5942.064156,5812.976634,5871.324069,5923.070892,5969.790891
35041,2909.260017,2969.960869,3007.452625,3130.63565,3201.727455,3301.46055,3439.311481,3562.462029,3566.378731,3806.081253,3957.115607,4058.995806,4147.117575,4167.521423,4081.323029,3992.658894,4035.869419,4072.491992,4104.871173
35042,2563.581201,2619.153137,2665.408789,2770.092148,2830.793252,2934.886791,3062.019596,3181.757425,3189.331524,3389.480968,3512.199267,3591.662339,3674.12899,3691.150416,3614.157056,3535.641813,3574.135794,3606.054887,3645.033044
35043,4189.175521,4284.688071,4365.21702,4553.296758,4657.103253,4857.491394,5144.093396,5374.108052,5457.913695,5888.42444,6159.653738,6321.368708,6450.59786,6465.07198,6326.998148,6189.548197,6263.936369,6319.599039,6368.649916
35044,1370.735871,1396.03504,1420.79953,1476.717585,1509.938752,1565.572281,1631.317797,1690.02584,1698.653305,1798.584894,1869.896517,1910.110095,1949.535334,1956.852134,1912.232389,1870.690354,1887.643137,1904.132056,1918.929132
35045,2635.797407,2683.329451,2721.452545,2828.026543,2888.864949,2983.126448,3114.55653,3230.866136,3240.029599,3457.383488,3586.34786,3659.281251,3732.958692,3718.510324,3633.351642,3554.419412,3588.66685,3621.339957,3681.289389
35046,20922.38492,21339.67476,21609.30502,22535.73483,23074.91862,24225.0556,25553.54322,26697.95812,26910.84405,29050.88173,30118.62276,31022.20014,31692.59592,31797.81479,31120.18336,30444.11745,30739.44976,31020.03257,31263.53438
35047,9351.418503,9565.265086,9662.141698,10136.95079,10413.33671,10916.35468,11445.88691,11928.07506,12048.89951,12957.07319,13367.16907,13602.16498,13881.23536,13913.89875,13605.31517,13309.74849,13433.74044,13554.70051,13659.55751
35048,10699.32507,10905.29714,11040.89614,11497.3901,11755.10624,12160.90064,12730.16846,13251.81949,13332.54541,14413.4287,14970.13728,15469.47215,15805.24598,15915.41801,15558.13918,15220.14864,15362.16132,15501.43436,15622.01949
35049,1095.690778,1116.458543,1130.576769,1173.13118,1198.901712,1233.216138,1285.308594,1333.259884,1337.292066,1424.36393,1480.01455,1512.005203,1542.283382,1546.627732,1511.293208,1478.46134,1491.673238,1504.703283,1516.102991
35050,16703.84865,17035.86263,17197.46609,17860.54801,18280.16744,18883.97952,19779.71523,20620.52338,20728.20687,22085.3592,22893.74311,23428.18208,23899.03877,24038.59202,23517.62769,23006.72242,23242.03437,23455.47937,23636.57192
35051,4701.07766,4798.582356,4845.376715,5026.34723,5138.075383,5278.342847,5509.401678,5707.365636,5737.602939,6128.185548,6358.597891,6549.751065,6683.343812,6726.855697,6577.72013,6434.823403,6505.143443,6564.169252,6617.122024
35052,307.8698941,313.3323861,318.243288,330.1245228,337.15409,351.1915584,365.9175294,378.6251678,378.4225723,403.1101059,416.3011584,424.2190621,432.7393666,433.7109185,423.5126701,414.3121257,418.2939581,421.9865597,425.1671776
35053,919.6447468,936.7700644,952.5645224,988.3467382,1010.376692,1045.363281,1090.786598,1132.429016,1137.405412,1211.531509,1258.432547,1298.965889,1328.252574,1334.843317,1306.277971,1277.899917,1297.799618,1309.43664,1319.306187
35054,3164.595706,3226.11007,3254.969738,3376.780203,3456.254307,3577.068071,3738.35731,3871.259248,3969.932504,4321.423876,4479.031584,4601.378033,4693.284522,4762.564162,4656.614006,4555.452078,4599.177675,4641.557077,4677.437105
35055,2661.904449,2722.967749,2775.712884,2893.927337,2961.420974,3096.162667,3222.92606,3337.394651,3349.427742,3554.15451,3690.844629,3773.567844,3852.771426,3891.915504,3805.293659,3722.626078,3758.911816,3792.601938,3821.87331
35056,2912.625263,2964.25111,2998.926454,3114.310493,3195.107998,3301.009012,3452.783952,3573.718784,3604.001807,3907.608242,4020.174848,4093.424898,4178.27784,4259.016205,4192.075785,4101.005636,4137.306799,4173.616959,4205.185724
35057,9725.978174,9906.076221,10004.99127,10450.26208,10697.03634,11109.04546,11651.08015,12053.32281,12089.48196,12847.25704,13219.24943,13458.7256,13727.05855,13858.19587,13548.92641,13254.58472,13384.54364,13508.8994,13620.69865
35058,4874.52214,4962.85061,5011.477382,5204.240939,5319.061387,5473.141109,5722.842664,5928.175046,5961.941406,6333.155168,6571.649281,6721.940923,6860.247219,6949.171306,6793.737909,6646.148331,6709.971265,6769.225251,6821.236651
35059,7642.7516,7777.506214,7847.894817,8149.639282,8331.027382,8562.883103,8965.355983,9288.080678,9338.129615,9919.653117,10219.92551,10488.00259,10697.02477,10881.37881,10632.31092,10401.3308,10498.46661,10591.3363,10673.21906
35060,7258.725089,7412.324581,7503.195251,7800.053315,7975.106206,8290.849245,8671.20101,8994.197464,8996.902939,9517.713643,9809.961496,9969.187284,10169.3677,10095.39284,9871.097083,9656.653858,9757.152,9846.203564,9923.037177
35061,38488.63999,39189.62847,39495.76682,40998.12645,41876.479,43028.36821,44802.0722,46408.3867,46393.14543,48782.96927,50090.14085,50781.24777,51795.69744,52333.47528,51161.91741,50050.45775,50604.17841,51071.14006,51472.6012
35062,10432.43766,10625.98214,10733.85845,11160.30493,11408.4962,11771.1049,12277.72102,12804.56426,12862.15998,13681.63008,14205.52368,14513.65888,14805.69531,14823.82496,14488.49456,14173.74133,14307.50354,14434.70374,14549.9038
35063,7582.942902,7786.411958,7854.884465,8158.79417,8351.468648,8591.766308,8945.831823,9254.679244,9290.471977,9886.304295,10173.57596,10369.64038,10579.69641,10872.7234,10625.58227,10394.74836,10496.09401,10589.58402,10672.60076
41001,3930.851959,4009.211337,4108.055237,4275.959271,4373.116893,4565.09558,4873.486807,5140.095888,5219.047031,5714.073991,6066.110442,6319.989531,6472.076193,6705.667769,6790.050771,6642.54127,6803.098717,6874.430735,6932.897745
41002,3816.4584,3902.458528,4037.606262,4220.720855,4349.307251,4542.993545,4799.757269,5070.312575,5409.404649,5850.067519,6255.188832,6520.589306,6694.494919,6772.866902,6675.450614,6530.430728,6818.035943,6889.748273,6944.959216
41003,2209.46371,2265.402625,2344.683259,2450.185852,2513.919233,2620.437878,2773.364859,2925.90649,2964.34824,3246.866485,3445.943812,3609.450407,3709.508133,3788.232829,3749.10859,3667.661608,3808.315302,3874.378392,3939.896999
41004,1478.030251,1506.872161,1557.336983,1620.298799,1656.040919,1717.708986,1804.759175,1881.820147,1905.127294,2083.099898,2225.526772,2327.415187,2382.889009,2397.055938,2362.045924,2310.731986,2334.216539,2355.262777,2374.678052
41005,2653.605031,2715.44386,2811.587233,2926.682447,3004.585347,3144.044433,3321.26626,3455.760682,3530.333026,3837.985899,4084.729159,4250.531733,4357.269277,4380.363988,4296.203335,4202.871059,4248.835613,4286.882495,4321.71999
41006,2665.380505,2716.252518,2813.579844,2925.272489,2992.764414,3109.397483,3300.066254,3474.352594,3557.341544,3870.803943,4088.344862,4277.269676,4379.877107,4422.831257,4383.086833,4287.86709,4473.480027,4542.923735,4580.768346
41007,1275.531366,1301.558937,1327.774901,1378.185217,1407.857049,1449.332859,1509.928203,1569.080434,1587.292532,1720.153361,1795.919699,1928.943954,1995.133353,2014.989985,2003.527909,1960.002548,1984.426013,2002.674253,2018.12904
41008,404.1149188,416.3609275,447.1365027,465.5287433,475.8477973,494.3301383,516.5063161,538.3880616,539.8142667,582.9155203,613.820303,645.8561725,662.3527634,662.6480969,652.7585482,638.5777895,646.8448159,652.7827989,658.0085957
41009,5601.928758,5749.249628,5843.365594,6118.209802,6268.500027,6532.416677,6869.694592,7173.792976,7405.942705,7944.165699,8368.098283,8639.270688,8821.258346,8927.618155,8772.388305,8581.81382,8679.94721,8759.723893,8832.220865
41010,3181.687875,3252.603877,3300.547632,3426.876795,3502.393159,3626.427818,3799.578722,3943.53918,3962.082129,4264.042371,4484.592908,4600.596194,4699.858977,4688.077343,4590.061595,4490.345464,4538.810817,4579.690233,4617.443432
41011,7223.729354,7387.22881,7490.535952,7788.844544,7980.968488,8290.850973,8683.813263,9077.599711,9172.540799,9828.853758,10183.09235,10461.84509,10680.52493,10758.53449,10525.36853,10296.71169,10402.98229,10497.1807,10593.74498
41012,517.8201972,530.2141413,540.0302034,561.7503398,573.9310117,592.6722709,626.2132564,648.3931398,655.3792498,718.590721,752.7795022,781.6561767,798.4668962,797.2892622,779.8045472,762.8637925,771.6515113,778.3920325,784.2589684
41013,1220.15264,1242.135562,1264.698054,1312.255792,1340.198111,1387.11153,1446.103487,1498.525932,1501.246499,1590.950427,1664.758647,1720.473377,1756.588014,1763.173314,1727.929602,1690.391425,1709.534844,1724.927365,1739.509294
41014,678.4135999,690.9823748,704.0854454,730.6341995,746.3290939,767.394291,801.6877663,835.3821518,841.7213054,928.6870108,978.204357,1013.249836,1037.03509,1040.82374,1018.756706,996.624871,1006.182966,1014.97216,1023.110662
41015,1838.789562,1875.697215,1932.168406,2009.577161,2060.678432,2129.108384,2222.950954,2314.218915,2323.742817,2504.872959,2615.32959,2702.026381,2758.406223,2770.951174,2725.679028,2666.465396,2696.182756,2720.189923,2746.136147
41016,1846.749923,1881.170913,1918.171961,2022.204821,2067.959597,2145.225837,2242.652724,2328.954387,2339.875957,2500.959227,2599.095624,2674.221979,2730.329516,2735.302443,2678.603758,2620.412817,2680.772868,2704.484647,2726.096721
41017,804.8914324,820.200075,840.889823,873.9686388,893.2754325,926.6591407,967.124247,1002.240785,1004.347395,1091.576357,1132.079606,1159.577732,1184.390021,1189.311519,1165.331277,1140.015199,1154.897107,1165.449158,1174.792671
41018,1128.239652,1157.718623,1184.630126,1231.935597,1258.890917,1296.925186,1355.235017,1403.367041,1405.917145,1534.69716,1615.263901,1655.675096,1692.812062,1710.063298,1673.371032,1637.018125,1652.8928,1667.331126,1681.239361
41019,2236.927512,2298.255762,2336.730805,2433.274596,2491.06351,2598.843269,2717.719115,2825.829223,2859.403493,3089.467502,3221.966849,3300.24427,3371.245854,3398.485683,3329.950855,3257.609789,3304.187254,3333.561639,3362.751796
41020,2008.18343,2069.236712,2114.154151,2196.334726,2246.877892,2322.307453,2430.757637,2523.950767,2538.302426,2760.50717,2937.494184,3003.402528,3065.733372,3072.863822,3005.827254,2940.527572,2966.811571,2992.892092,3015.450261
41021,5253.262924,5366.589217,5455.462,5664.188324,5790.430525,5978.192399,6227.221193,6533.613223,6588.68438,7052.524767,7348.30883,7530.753635,7700.533583,7756.516099,7589.69751,7424.816212,7504.167791,7570.890483,7631.005432
41022,4546.995509,4651.383764,4752.821555,4949.736874,5112.91555,5345.887898,5594.261783,5819.817167,5862.996453,6253.047311,6566.651779,6789.50269,6936.2999,6964.183197,6831.575186,6683.76641,6755.883142,6817.444612,6873.056176
41023,4356.813956,4471.665265,4596.712621,4801.148685,4922.400905,5124.8495,5362.763647,5569.33807,5608.825694,6013.745435,6284.676866,6477.798003,6613.808486,6649.442862,6508.917106,6367.515054,6431.065258,6489.050702,6541.11038
41024,4863.023025,4958.848727,5023.652,5217.92675,5334.729134,5491.00006,5734.107057,5934.349705,5970.267656,6362.244346,6720.889686,6940.368425,7089.398504,7158.425919,7007.686233,6857.815012,6944.563092,7008.22818,7066.017272
41025,842.0874118,857.7457292,883.6905454,920.0996957,940.6365362,968.5113169,1008.174128,1047.591082,1049.912094,1145.085277,1204.217651,1268.971973,1301.539292,1320.427615,1294.393813,1266.420979,1282.419337,1294.469184,1304.646857
41026,2415.195259,2456.998262,2506.481701,2610.551741,2678.933969,2801.48622,2943.277228,3066.121176,3124.573946,3379.347295,3606.334706,3752.488823,3839.248521,3870.496509,3800.284526,3719.189143,3762.394513,3792.122455,3821.40259
41027,2077.945597,2126.07703,2183.177458,2282.708165,2333.920816,2423.91591,2528.562382,2633.693444,2654.151287,2937.974561,3103.873866,3206.401798,3273.405809,3294.76243,3228.417745,3158.282441,3188.070846,3216.292006,3241.988215
41028,745.1831851,759.1440973,770.0055377,801.0121102,819.312267,847.9412751,883.231904,913.8197198,918.2445378,975.451878,1013.953225,1042.508621,1063.679229,1067.591924,1043.442451,1020.77432,1030.07215,1039.7407,1047.894486
41029,4531.098888,4620.096373,4725.412515,4912.974371,5020.372438,5168.763257,5386.77646,5576.646464,5582.754088,5954.246519,6158.914817,6326.808984,6458.081321,6486.441518,6345.739795,6207.882639,6269.659304,6327.338025,6377.953877
41030,1234.374757,1261.770523,1279.803724,1339.220724,1370.046695,1417.292479,1478.323845,1532.7945,1537.504077,1648.180442,1717.535488,1775.999459,1811.849516,1817.423758,1776.735688,1738.137234,1754.311921,1769.733122,1783.206739
41031,1300.693288,1325.257479,1359.257048,1414.741797,1446.358165,1509.044406,1579.805916,1643.598837,1654.463552,1803.633876,1896.051283,1954.066358,1994.720784,2004.393667,1961.220417,1918.614151,1939.066962,1956.005081,1971.403996
41032,1219.837018,1261.166612,1312.007885,1372.647313,1410.66506,1473.296046,1540.280935,1637.352475,1656.510542,1766.297923,1861.921994,1921.418706,1961.468764,1970.039713,1928.425605,1886.531801,1905.407237,1922.051325,1936.911574
41033,1466.093326,1493.265894,1512.885763,1569.779817,1603.402504,1651.992898,1720.442772,1781.326157,1783.236573,1901.841805,1967.560666,2021.248285,2065.479624,2083.660323,2036.303156,1992.065772,2012.168597,2029.745267,2047.458922
41034,739.9177154,753.7894674,766.5271637,797.9556773,820.7968974,853.572648,888.817443,920.2662814,921.3572541,987.4547943,1027.39504,1068.888648,1091.665388,1096.460862,1072.141664,1048.850066,1059.343656,1068.597222,1077.231505
41035,416.8363259,424.5165596,429.6918019,445.9349342,455.4690492,470.1398261,489.6047433,506.1895092,506.6240236,535.820786,552.3054493,560.3229666,571.5692376,573.1616264,560.7059118,548.5249271,554.2150714,559.056247,563.2699965
41036,747.6112262,762.5057736,783.6550698,814.7814563,835.5331717,866.00659,908.7199741,947.6863244,959.3368228,1026.43539,1073.197074,1109.657455,1133.118788,1135.312974,1110.11535,1085.998803,1097.563693,1107.239235,1115.967798
41037,25133.40222,25862.31427,26299.61439,27352.1837,28063.48169,29225.65173,30499.86238,31944.02055,32001.58193,34097.08463,35343.23975,36070.22155,36813.67541,36962.67219,36108.00627,35323.58305,35660.09762,35981.45443,36264.9077
41038,2731.527384,3000.139518,3054.356243,3168.818059,3236.779109,3341.319873,3500.468875,3644.883603,3687.997034,4061.139895,4220.141633,4338.243845,4426.992208,4492.539728,4390.199117,4294.824866,4333.327728,4371.84987,4406.874381
41039,991.4629563,1031.142314,1067.099352,1109.001953,1136.492492,1176.718089,1232.697361,1283.727203,1294.334179,1401.856841,1466.252669,1523.055713,1554.977779,1588.717708,1552.375551,1518.651191,1533.357884,1546.806096,1558.547638
42001,1299.369517,1322.543692,1357.005569,1413.904795,1446.710111,1498.912311,1562.676005,1619.65543,1628.857174,1761.802192,1849.987973,1918.061383,1959.987412,1965.239896,1925.814269,1884.44542,1903.435424,1919.126733,1934.242428
42002,3061.104657,3128.128418,3204.881807,3330.800269,3405.262252,3526.713838,3692.539663,3875.863785,3916.632567,4214.078383,4401.995529,4559.157515,4657.86718,4673.831734,4579.892933,4480.397698,4527.313609,4569.121945,4606.503581
42003,1400.111972,1434.071068,1472.255884,1530.29501,1566.449468,1617.599468,1686.121399,1749.90172,1764.087667,1911.301461,1993.909947,2082.363598,2129.891729,2141.481846,2096.425814,2050.882307,2071.133754,2089.747885,2106.371081
42004,3539.966715,3613.045822,3711.689664,3856.935745,3954.158299,4085.425414,4257.826912,4453.721165,4499.570237,4812.119146,4997.466436,5170.693964,5282.513693,5298.888146,5186.411923,5073.740442,5120.251011,5166.188694,5208.01137
42005,1279.62282,1307.355878,1334.868907,1396.024332,1436.932797,1493.432595,1559.828054,1619.139089,1633.621743,1760.156894,1836.910711,1906.990099,1947.105845,1958.532769,1914.191,1872.606432,1890.540409,1907.263006,1922.38734
42006,2499.931545,2557.83117,2601.222381,2707.093246,2800.482608,2902.010572,3026.914595,3151.413404,3176.518349,3420.132913,3561.204105,3635.809107,3709.484689,3692.665277,3610.699603,3532.259455,3566.985123,3598.632827,3626.470472
42007,1560.749664,1604.133908,1660.57642,1733.262459,1778.137739,1842.736812,1921.699481,2000.137515,2017.465278,2146.086092,2257.595664,2316.292298,2363.671508,2364.565348,2311.147045,2260.938851,2282.690939,2302.893053,2321.94459
42008,8321.227094,8591.867496,8783.069733,9133.754492,9469.773849,9970.628367,10425.3744,10883.06093,10973.95329,11820.11844,12429.29751,12775.73654,13059.46277,13146.60766,12846.3136,12567.23572,12692.73483,12807.92332,12915.55448
42009,1821.573257,1873.725479,1913.795559,1992.949998,2039.95898,2101.784337,2187.752601,2266.101208,2270.758661,2428.503531,2536.792171,2678.1604,2736.88684,2755.040356,2702.67996,2643.96596,2671.15412,2695.387706,2717.301904
42010,3832.607647,3942.152692,4010.441298,4165.549916,4258.426989,4384.20811,4569.400501,4734.939897,4764.73456,5088.236676,5272.679063,5413.712946,5524.060478,5545.787385,5429.279906,5311.332258,5363.441733,5412.256103,5454.345555
42011,1999.084956,2043.082498,2110.275325,2195.662014,2274.794312,2353.589042,2458.166019,2578.634895,2594.186835,2792.939772,2894.447757,2987.465885,3048.347814,3066.158265,2995.518245,2930.442534,2961.417331,2988.314073,3012.603268
42012,7996.235343,8157.345334,8306.170735,8617.858727,8815.782215,9085.28015,9500.551461,9921.229418,10074.67827,11112.74967,11693.39338,12065.29573,12311.90025,12356.4147,12074.1561,11811.85283,11943.04161,12050.70812,12155.65792
42013,6715.579934,6942.928961,7067.941574,7350.971789,7568.523916,7880.571262,8253.329874,8665.829171,8855.118726,9693.954986,10041.99563,10277.80019,10484.37291,10558.63324,10323.21429,10098.94912,10199.20635,10292.72949,10379.56141
42014,338.9275106,346.2867219,362.8363936,377.3720302,392.9462578,411.7243559,429.4722581,445.8262801,450.7403148,489.5904343,519.0474651,534.4937579,545.623773,541.0443779,530.5534965,519.027559,525.1218805,529.8074083,533.8728503
42015,1223.325569,1251.454821,1285.580376,1334.169491,1364.439609,1407.168464,1465.59398,1523.52973,1542.889521,1670.638283,1731.618969,1782.491654,1818.663254,1811.374304,1770.377657,1731.917341,1751.904092,1767.635712,1783.56927
